Dataset   Point Species  Nom      T_1           T_2           T_3           T_4           T_5           T_6           T_7           T_8           T_9           T_10
x00204044   7   NO   11.2124   11.9779   12.9496   12.7159   12.4918   12.2786   12.0755   11.8824   11.6995   11.5272   11.3647
x00204044   8   NO   15.9316   16.0898   16.2511   16.2145   16.1785   16.1426   16.1074   16.0728   16.0376   16.0024   15.9673
x00204044   9   NO   26.2372   26.4134   26.6179   26.5702   26.5242   26.4791   26.4347   26.3928   26.3517   26.3114   26.2735
x00204044   12   NO   1.60102   1.5801   1.55877   1.5635   1.56823   1.57298   1.57772   1.58248   1.58724   1.59183   1.59642
x00204044   13   NO   2.94799   2.92743   2.9057   2.91069   2.91543   2.92043   2.92518   2.92968   2.93444   2.93895   2.94347
x00204044   14   NO   3.19532   3.18487   3.17261   3.17548   3.17808   3.18095   3.18356   3.18617   3.18852   3.19087   3.19323
x00204044   1   O2   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10
x00204044   2   O2   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10   3.12E-10
x00204044   3   O2   0.631109   0.809552   0.989447   0.949736   0.909799   0.869741   0.82961   0.78951   0.749525   0.70974   0.67024
x00204044   4   O2   2.09529   2.52834   3.00385   2.8948   2.78762   2.68239   2.57919   2.47804   2.37903   2.28222   2.18761
x00204044   5   O2   1.74815   2.08779   2.4608   2.37479   2.29057   2.20817   2.1275   2.0485   1.97111   1.89528   1.82097
x00204044   6   O2   2.11579   2.57475   3.0617   2.95135   2.8422   2.73428   2.62761   2.52228   2.41836   2.31594   2.21506
x00204044   7   O2   0.900722   1.20134   1.56218   1.47676   1.3943   1.31488   1.23845   1.16541   1.09488   1.0273   0.962568
x00204044   8   O2   0.22278   0.304281   0.410431   0.384425   0.359856   0.336655   0.314752   0.294106   0.274641   0.256297   0.239025
x00204044   9   O2   0.103892   0.124572   0.151073   0.144605   0.138487   0.13269   0.127209   0.122011   0.117099   0.112449   0.108054
x00204044   10   O2   0.260997   0.267906   0.277297   0.274974   0.27279   0.27074   0.268818   0.267022   0.265346   0.263785   0.262337
x00204044   11   O2   0.272416   0.268436   0.265526   0.266075   0.26668   0.267342   0.268058   0.268827   0.269648   0.270521   0.271444
x00204044   12   O2   0.239231   0.230622   0.222649   0.224365   0.226113   0.227892   0.229704   0.231547   0.233421   0.235327   0.237263
x00204044   13   O2   0.450496   0.434953   0.420072   0.423332   0.426605   0.429929   0.433267   0.436657   0.44006   0.443503   0.446986
x00204044   14   O2   0.466799   0.448565   0.430944   0.434809   0.438704   0.44263   0.446574   0.450561   0.45458   0.458617   0.462699
x00204045   1   CO   0   0   0   0   0   0   0   0   0   0   0
x00204045   2   CO   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447   0.0192447
x00204045   3   CO   0.000467222   0.000173356   1.54E-05   3.66E-05   6.61E-05   0.00010375   0.000148354   0.000200304   0.000258657   0.000322916   0.000392596
x00204045   4   CO   0.873377   0.88363   0.893763   0.891481   0.889247   0.887016   0.884743   0.882517   0.88025   0.877985   0.875679
x00204045   5   CO   3.34331   3.39422   3.43958   3.43   3.42006   3.40994   3.39955   3.3888   3.37787   3.36659   3.35513
x00204045   1   H2   0   0   0   0   0   0   0   0   0   0   0
x00204045   2   H2   7.42E-09   7.42E-09   0   0   0   0   0   7.42E-09   7.42E-09   7.42E-09   7.42E-09
x00204045   3   H2   0.188646   0.649423   1.30999   1.14946   0.996159   0.850806   0.7143   0.587077   0.470203   0.364314   0.270214
x00204045   4   H2   0.994544   2.70783   5.11515   4.52668   3.96773   3.43961   2.94331   2.48057   2.05305   1.66204   1.3086
x00204045   5   H2   16.7624   25.5132   35.9476   33.4878   31.1082   28.8082   26.5915   24.4561   22.4042   20.4377   18.5572
x00204045   6   H2   5.54091   12.4181   21.9468   19.605   17.3906   15.3045   13.3474   11.5213   9.82681   8.2654   6.83602
x00204045   7   H2   2.17721   0.0696749   0.977995   0.50055   0.182879   0.0223623   0.0160418   0.16063   0.452729   0.888667   1.46484
x00204045   8   H2   2.85019   0.577574   0.0657781   0.000525009   0.0425257   0.185692   0.424304   0.752424   1.16473   1.65484   2.21874
x00204045   9   H2   3.41547   5.46044   8.43669   7.67954   6.98058   6.3353   5.73952   5.19156   4.68857   4.22586   3.80294
x00204045   10   H2   1.58467   1.80676   2.17221   2.07629   1.9894   1.91044   1.83967   1.77544   1.71873   1.66798   1.62295
x00204045   11   H2   0.226996   0.138002   0.0797529   0.0903893   0.102297   0.115584   0.130195   0.146218   0.163937   0.183278   0.204125
x00204045   12   H2   0.352285   0.522129   0.728731   0.679685   0.632348   0.586719   0.54313   0.501542   0.461304   0.423334   0.386994
x00204045   13   H2   0.00897017   0.000268424   0.00506168   0.00259554   0.000973208   0.000136202   5.16E-05   0.000654614   0.00189574   0.00372661   0.00610006
x00204045   14   H2   0.108173   0.099653   0.0866681   0.0898629   0.0929789   0.0958704   0.0985246   0.10093   0.103077   0.105101   0.106705
x00204045   1   NO   9.39E-07   9.39E-07   1.04E-06   1.04E-06   1.04E-06   9.39E-07   9.39E-07   9.39E-07   9.39E-07   9.39E-07   9.39E-07
x00204045   2   NO   2.04E-06   1.50E-06   1.15E-06   1.15E-06   1.26E-06   1.38E-06   1.38E-06   1.50E-06   1.63E-06   1.76E-06   1.90E-06
x00204045   3   NO   0.0215361   0.0184154   0.0139011   0.0150078   0.0160531   0.0170399   0.0179738   0.0188342   0.0196287   0.0203372   0.0209842
x00204045   4   NO   0.0125945   0.0149828   0.0174835   0.01692   0.0163657   0.0158078   0.0152595   0.0147085   0.0141677   0.013625   0.0131047
x00204045   5   NO   0.162198   0.174401   0.181372   0.180274   0.178917   0.177304   0.175438   0.173324   0.170967   0.168286   0.165375
x00204045   6   NO   13.9438   14.6828   15.3216   15.188   15.0498   14.9068   14.7589   14.6058   14.4476   14.2848   14.1167
x00204045   7   NO   25.4172   27.8733   30.2125   29.7038   29.1888   28.6671   28.1391   27.6063   27.0665   26.5219   25.9716
x00204045   8   NO   91.4018   99.5612   107.648   105.86   104.067   102.267   100.464   98.6582   96.8479   95.034   93.2185
x00204045   9   NO   109.995   122.916   136.012   133.091   130.175   127.266   124.365   121.471   118.586   115.711   112.848
x00204045   13   NO   33.1795   50.2012   70.8067   65.9165   61.2045   56.6703   52.3135   48.1338   44.1307   40.3041   36.6534
x00204045   14   NO   18.0421   8.95754   2.97821   4.0332   5.24556   6.61393   8.13787   9.8159   11.6463   13.6288   15.7606
x00204045   1   O2   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11
x00204045   2   O2   3.65E-10   3.65E-10   9.12E-11   9.12E-11   9.12E-11   9.12E-11   9.12E-11   3.65E-10   3.65E-10   3.65E-10   3.65E-10
x00204045   3   O2   0.00889469   0.00359541   0.000851345   0.00127571   0.00179935   0.00243164   0.00317725   0.0040455   0.0050429   0.00617862   0.00745928
x00204045   4   O2   0.151145   0.200352   0.253279   0.241264   0.229383   0.217648   0.206079   0.19468   0.183472   0.172475   0.161693
x00204045   5   O2   0.233605   0.308608   0.392375   0.373034   0.354101   0.335581   0.317492   0.29984   0.282609   0.265827   0.24949
x00204045   6   O2   0.244081   0.339747   0.447165   0.422359   0.398072   0.374324   0.35113   0.328507   0.306473   0.285046   0.264243
x00204045   7   O2   0.00972611   0.0396002   0.089994   0.0770283   0.0650705   0.0541209   0.0441834   0.0352903   0.0273824   0.0204876   0.0146055
x00204045   8   O2   0.0482859   0.0890266   0.145624   0.131569   0.118379   0.106028   0.0944918   0.0837588   0.0737919   0.0645728   0.056082
x00204045   9   O2   0.0694038   0.0972336   0.132499   0.123951   0.115822   0.108098   0.100761   0.0937983   0.087195   0.0809368   0.0750108
x00204045   10   O2   0.0110704   0.0178316   0.0269226   0.0246776   0.0225654   0.0205808   0.0187183   0.0169734   0.0153406   0.0138154   0.0123935
x00204045   11   O2   0.00242734   0.00437146   0.00709436   0.00641425   0.00577858   0.0051853   0.00463284   0.00411959   0.00364393   0.00320435   0.00279926
x00204045   12   O2   0.00161475   0.000894907   0.000357664   0.000458988   0.000571067   0.000693374   0.000825413   0.000966712   0.0011167   0.00127499   0.00144119
x00204045   13   O2   0.00913607   0.00795109   0.00677691   0.00703619   0.00729658   0.00755787   0.00781986   0.00808242   0.00834544   0.0086088   0.00887238
x00204045   14   O2   0.0033198   0.00380865   0.00436721   0.00423659   0.00410978   0.00398666   0.00386711   0.00375106   0.00363839   0.00352903   0.00342286
x00204046   1   CO   0   0   0   0   0   0   0   0   0   0   0
x00204046   2   CO   0.804243   0.804243   0.804243   0.804243   0.804243   0.804243   0.804243   0.804243   0.804243   0.804243   0.804243
x00204046   3   CO   1.99336   2.08101   2.18556   2.16089   2.13712   2.11398   2.09172   2.07057   2.05002   2.0303   2.01142
x00204046   4   CO   0.978272   0.962286   0.956596   0.957098   0.957933   0.959271   0.961113   0.963627   0.96648   0.969842   0.973884
x00204046   5   CO   1.56451   1.40652   1.28584   1.30997   1.33552   1.3625   1.39137   1.42196   1.45433   1.48894   1.52544
x00204046   6   CO   1.6094   1.02934   0.640955   0.713886   0.793996   0.881635   0.977797   1.08308   1.19809   1.3235   1.46035
x00204046   7   CO   0.896385   0.140234   0.0225329   0.00143261   0.00591564   0.0376762   0.0984208   0.190024   0.313866   0.471844   0.665498
x00204046   8   CO   5.73989   3.50005   1.67464   2.03299   2.42014   2.83414   3.2724   3.7329   4.21244   4.70871   5.21878
x00204046   9   CO   11.167   11.2301   10.8914   11.0046   11.0958   11.1652   11.2138   11.2417   11.2505   11.2403   11.212
x00204046   10   CO   3.40337   4.14384   4.8235   4.66929   4.5167   4.36609   4.21718   4.07086   3.92685   3.74758   3.56709
x00204046   11   CO   4.69193   5.20368   5.79092   5.65354   5.52013   5.3906   5.26486   5.14317   5.0251   4.91059   4.79956
x00204046   12   CO   2.94202   3.08594   3.26782   3.22395   3.18213   3.14233   3.10427   3.06816   3.03399   3.00147   2.97082
x00204046   13   CO   1.26393   1.2233   1.1989   1.20285   1.20772   1.21336   1.21977   1.22713   1.23513   1.24392   1.25352
x00204046   14   CO   1.54341   1.39287   1.26115   1.28878   1.3175   1.34686   1.37718   1.40866   1.44082   1.47401   1.50826
x00204046   1   H2   0   0   0   0   0   0   0   0   0   0   0
x00204046   2   H2   2.16E-10   0   0   0   0   0   0   0   0   0   0
x00204046   1   NO   5.30E-06   5.30E-06   5.87E-06   5.87E-06   5.30E-06   5.30E-06   5.30E-06   5.30E-06   5.30E-06   5.30E-06   5.30E-06
x00204046   2   NO   7.77E-06   6.48E-06   5.30E-06   5.30E-06   5.30E-06   5.87E-06   5.87E-06   6.48E-06   6.48E-06   7.11E-06   7.77E-06
x00204046   3   NO   0.486545   0.454137   0.403222   0.416253   0.428222   0.439235   0.449413   0.458558   0.466967   0.474282   0.480814
x00204046   4   NO   0.126532   0.110326   0.0957582   0.0987273   0.101897   0.105197   0.108549   0.112035   0.115577   0.119173   0.122825
x00204046   5   NO   0.128712   0.153447   0.167928   0.165635   0.162766   0.159434   0.155559   0.151256   0.146359   0.140991   0.135096
x00204046   6   NO   1.89914   2.50094   3.07204   2.94921   2.82348   2.69602   2.56634   2.43484   2.30228   2.16833   2.03415
x00204046   7   NO   0.00973938   0.35955   1.1069   0.913511   0.734388   0.5712   0.425387   0.298699   0.192042   0.107204   0.0458992
x00204046   1   O2   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11
x00204046   2   O2   3.99E-10   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11   9.98E-11
x00204046   3   O2   0.0131596   0.00567682   0.00158088   0.00224133   0.00303655   0.00397744   0.00507069   0.00632668   0.00775315   0.00936119   0.0111607
x00204046   4   O2   0.134801   0.183143   0.236627   0.224369   0.212308   0.200464   0.188856   0.177501   0.1664   0.155579   0.145038
x00204046   5   O2   0.244946   0.313544   0.390188   0.372454   0.355121   0.338189   0.321659   0.305522   0.289788   0.27445   0.259499
x00204046   6   O2   0.236848   0.318355   0.408398   0.387705   0.367394   0.347475   0.327962   0.308858   0.290176   0.271941   0.254157
x00204046   7   O2   0.0730351   0.129694   0.202365   0.184866   0.168133   0.15217   0.136989   0.122647   0.109045   0.0962364   0.0842335
x00204046   8   O2   0.111997   0.172051   0.247337   0.22924   0.211931   0.195408   0.17964   0.164641   0.150389   0.13687   0.12408
x00204046   9   O2   0.0551822   0.0854375   0.125032   0.115357   0.106195   0.0975313   0.0893508   0.0816393   0.0743811   0.0675626   0.0611672
x00204046   10   O2   0.0493724   0.0637699   0.0829066   0.0782852   0.0738812   0.0696876   0.0656938   0.061893   0.0582769   0.0550869   0.0521145
x00204046   11   O2   0.0242173   0.0296191   0.0362293   0.0346436   0.0331273   0.0316765   0.0302896   0.0289633   0.0276953   0.026483   0.0253246
x00204046   12   O2   0.00695823   0.00817343   0.00969339   0.00932596   0.00897624   0.00864305   0.00832602   0.0080244   0.00773731   0.00746444   0.00720495
x00204046   13   O2   0.00395918   0.00409613   0.00432227   0.0042637   0.00420993   0.00416102   0.00411663   0.00407669   0.00404114   0.00400968   0.00398249
x00204046   14   O2   0.0298301   0.0288483   0.0280315   0.0281988   0.0283741   0.0285576   0.0287492   0.0289493   0.0291573   0.0293735   0.0295978
x00204047   4   CO   1199.98   1663.86   2249.35   2107.61   1972.72   1844.44   1722.51   1606.7   1496.75   1392.47   1293.61
x00204047   5   CO   72.6395   91.065   112.259   107.298   102.484   97.8105   93.2781   88.8848   84.6252   80.5002   76.5076
x00204047   6   CO   2.11722   1.19272   0.540326   0.662422   0.797446   0.945713   1.10701   1.28185   1.47018   1.67214   1.8876
x00204047   7   CO   1.41201   1.75701   2.10489   2.02786   1.95054   1.87303   1.79566   1.71854   1.6413   1.5645   1.48804
x00204047   4   H2   2.85374   1.96975   1.19496   1.35587   1.52359   1.69767   1.87765   2.06322   2.25389   2.44942   2.64954
x00204047   5   H2   0.21525   0.156098   0.0962181   0.109259   0.122523   0.135921   0.149373   0.162815   0.176177   0.189406   0.202442
x00204047   6   H2   0.0594243   0.101225   0.163991   0.147876   0.133078   0.119491   0.107043   0.0956663   0.0852699   0.0758149   0.0672185
x00204047   7   H2   0.00641729   0.000329353   0.00250204   0.00117893   0.000359195   1.50E-05   0.000118458   0.000641961   0.00155934   0.00284497   0.00447381
x00204047   1   NO   13.9057   13.7903   13.6448   13.6798   13.713   13.7453   13.7759   13.8047   13.8317   13.8578   13.8822
x00204047   2   NO   25.6808   25.3807   25.0085   25.097   25.1833   25.2649   25.3429   25.4174   25.4883   25.5556   25.6194
x00204047   3   NO   46.6299   45.5473   44.2747   44.5749   44.8647   45.1456   45.416   45.6772   45.9293   46.1705   46.4057
x00204047   6   NO   186.846   157.644   131.905   137.34   142.935   148.695   154.619   160.712   166.976   173.419   180.04
x00204047   7   NO   132.561   107.808   86.6107   91.0297   95.6143   100.364   105.284   110.376   115.647   121.101   126.736
x00204047   1   O2   0.0271116   0.0287003   0.0304943   0.0300744   0.0296677   0.0292741   0.0288864   0.0285149   0.028149   0.0277955   0.0274475
x00204047   2   O2   0.00227837   0.0028416   0.00353437   0.00336771   0.00320847   0.0030564   0.00291125   0.0027728   0.00264079   0.00251401   0.00239327
x00204047   3   O2   0.0381187   0.040897   0.044121   0.0433597   0.0426257   0.0419185   0.0412293   0.040566   0.039924   0.0393031   0.0386988
x00204047   4   O2   0.286701   0.331923   0.385352   0.372694   0.360499   0.34875   0.337429   0.32652   0.316007   0.305875   0.296111
x00204047   5   O2   0.262191   0.309234   0.36483   0.351658   0.338968   0.326741   0.314962   0.303612   0.292675   0.282135   0.271979
x00204047   6   O2   0.382886   0.442888   0.512398   0.496058   0.480242   0.464933   0.450116   0.435776   0.421896   0.408464   0.395465
x00204047   7   O2   0.456121   0.521758   0.596191   0.578843   0.561963   0.545545   0.529576   0.514047   0.498947   0.484266   0.469994
x00204048   1   CO   1.8039   1.09783   0.491988   0.613272   0.743115   0.880381   1.02394   1.17285   1.32612   1.48297   1.64245
x00204048   2   CO   7.18814   8.97058   11.4134   10.8029   10.233   9.70149   9.20591   8.74339   8.31236   7.91078   7.53673
x00204048   4   CO   0.0988601   0.47994   1.27827   1.05679   0.861987   0.692174   0.545319   0.419767   0.313914   0.226135   0.154908
x00204048   5   CO   11.9657   13.5035   15.1911   14.8037   14.4231   14.05   13.6839   13.3253   12.9742   12.6304   12.2944
x00204048   6   CO   1.23665   1.24775   1.21471   1.22625   1.23529   1.24197   1.24638   1.24851   1.24851   1.24649   1.24246
x00204048   7   CO   17.5696   15.3502   13.0474   13.5615   14.0751   14.5871   15.0966   15.6026   16.1039   16.5994   17.0883
